hour,price
2023-01-01 00:00:00,53.528104691935326
2023-01-01 01:00:00,53.58546083914128
2023-01-01 02:00:00,57.3511264361436
2023-01-01 03:00:00,62.14267659078493
2023-01-01 04:00:00,63.18058134902519
2023-01-01 05:00:00,58.68426053895243
2023-01-01 06:00:00,63.072781504832754
2023-01-01 07:00:00,60.720639071807895
2023-01-01 08:00:00,60.0075922063118
2023-01-01 09:00:00,59.63366012551806
2023-01-01 10:00:00,57.214792264153736
2023-01-01 11:00:00,57.60619758654986
2023-01-01 12:00:00,53.81149414588178
2023-01-01 13:00:00,50.12150272332577
2023-01-01 14:00:00,48.52772646549085
2023-01-01 15:00:00,46.40644122545975
2023-01-01 16:00:00,47.304504398788936
2023-01-01 17:00:00,43.06952613744523
2023-01-01 18:00:00,43.92358441259547
2023-01-01 19:00:00,42.08398731489646
2023-01-01 20:00:00,39.834630019342065
2023-01-01 21:00:00,47.98170328494798
2023-01-01 22:00:00,50.61413175686813
2023-01-01 23:00:00,49.94733812388916
2023-01-02 00:00:00,58.68866666031537
2023-01-02 01:00:00,53.952448000661015
2023-01-02 02:00:00,59.48271090618287
2023-01-02 03:00:00,61.20032110795523
2023-01-02 04:00:00,66.3359394854835
2023-01-02 05:00:00,67.3085527702143
2023-01-02 06:00:00,65.11473919090592
2023-01-02 07:00:00,65.3083945814449
2023-01-02 08:00:00,61.85905128580519
2023-01-02 09:00:00,58.15889152695945
2023-01-02 10:00:00,59.42203973027841
2023-01-02 11:00:00,58.08051752067852
2023-01-02 12:00:00,57.695220922364555
2023-01-02 13:00:00,55.099401612710054
2023-01-02 14:00:00,49.54950049630974
2023-01-02 15:00:00,47.68288773645007
2023-01-02 16:00:00,44.62865901792733
2023-01-02 17:00:00,42.90720938669335
2023-01-02 18:00:00,42.00745961874998
2023-01-02 19:00:00,49.66879605151489
2023-01-02 20:00:00,45.74646058455821
2023-01-02 21:00:00,47.47134463437836
2023-01-02 22:00:00,47.89856341102578
2023-01-02 23:00:00,54.34962262680505
2023-01-03 00:00:00,52.12684386579321
2023-01-03 01:00:00,57.482339022042616
2023-01-03 02:00:00,58.48693090654336
2023-01-03 03:00:00,63.07428945912583
2023-01-03 04:00:00,62.81301250592766
2023-01-03 05:00:00,62.41080517399573
2023-01-03 06:00:00,64.98847988283478
2023-01-03 07:00:00,105.48649897147457
2023-01-03 08:00:00,63.68341550153292
2023-01-03 09:00:00,62.47963260348646
2023-01-03 10:00:00,58.442549684218044
2023-01-03 11:00:00,56.47569701788428
2023-01-03 12:00:00,53.16423651678825
2023-01-03 13:00:00,51.09256184162097
2023-01-03 14:00:00,47.65896679506022
2023-01-03 15:00:00,43.64190088940392
2023-01-03 16:00:00,45.735461935517726
2023-01-03 17:00:00,43.4486169210834
2023-01-03 18:00:00,40.517052315361575
2023-01-03 19:00:00,44.90540717602837
2023-01-03 20:00:00,43.02174952370724
2023-01-03 21:00:00,46.382983362303484
2023-01-03 22:00:00,49.65818112435507
2023-01-03 23:00:00,50.71611851185492
2023-01-04 00:00:00,55.168220064674394
2023-01-04 01:00:00,52.84799893191661
2023-01-04 02:00:00,58.37138840418707
2023-01-04 03:00:00,58.102842939760684
2023-01-04 04:00:00,59.15243561153514
2023-01-04 05:00:00,60.56565415887446
2023-01-04 06:00:00,61.26949960552683
2023-01-04 07:00:00,61.49114698316475
2023-01-04 08:00:00,57.87516568715854
2023-01-04 09:00:00,60.242543166290396
2023-01-04 10:00:00,57.12497534739304
2023-01-04 11:00:00,50.53265904985239
2023-01-04 12:00:00,53.8165043875912
2023-01-04 13:00:00,51.86663192965433
2023-01-04 14:00:00,47.84390867438718
2023-01-04 15:00:00,42.87926013599329
2023-01-04 16:00:00,39.333029388253664
2023-01-04 17:00:00,42.41008715515702
2023-01-04 18:00:00,38.98104143627207
2023-01-04 19:00:00,42.40153665236156
2023-01-04 20:00:00,41.202520046254826
2023-01-04 21:00:00,44.16081495132612
2023-01-04 22:00:00,44.826027672516815
2023-01-04 23:00:00,47.77549576375998
2023-01-05 00:00:00,48.81158134585385
2023-01-05 01:00:00,54.793588297471565
2023-01-05 02:00:00,53.73382418540724
2023-01-05 03:00:00,56.2048861561782
2023-01-05 04:00:00,60.609955141638785
2023-01-05 05:00:00,55.004639212738276
2023-01-05 06:00:00,55.36158099373487
2023-01-05 07:00:00,59.3666146228161
2023-01-05 08:00:00,53.953143538761466
2023-01-05 09:00:00,58.47277627723132
2023-01-05 10:00:00,51.567502679331376
2023-01-05 11:00:00,48.37342221241643
2023-01-05 12:00:00,51.01672664062062
2023-01-05 13:00:00,47.439850233010304
2023-01-05 14:00:00,45.70392404927317
2023-01-05 15:00:00,41.61740050854388
2023-01-05 16:00:00,36.40716757312402
2023-01-05 17:00:00,40.87029467578434
2023-01-05 18:00:00,36.09914891858514
2023-01-05 19:00:00,38.512843249352215
2023-01-05 20:00:00,39.73988115448209
2023-01-05 21:00:00,39.069495350411025
2023-01-05 22:00:00,42.63029471176145
2023-01-05 23:00:00,45.6165937606625
2023-01-06 00:00:00,47.078211501402144
2023-01-06 01:00:00,46.686556503690376
2023-01-06 02:00:00,51.87232221728647
2023-01-06 03:00:00,55.98527855577332
2023-01-06 04:00:00,53.525099332475754
2023-01-06 05:00:00,55.61348565829335
2023-01-06 06:00:00,55.389692896556724
2023-01-06 07:00:00,79.63128219590737
2023-01-06 08:00:00,56.29882456596336
2023-01-06 09:00:00,54.20743043488149
2023-01-06 10:00:00,49.81601371998372
2023-01-06 11:00:00,50.063856467442406
2023-01-06 12:00:00,45.09669511777613
2023-01-06 13:00:00,43.97584153407815
2023-01-06 14:00:00,40.290443814311544
2023-01-06 15:00:00,40.91238212648569
2023-01-06 16:00:00,39.19855885216448
2023-01-06 17:00:00,36.71133294660344
2023-01-06 18:00:00,37.667169085811196
2023-01-06 19:00:00,35.12404175212525
2023-01-06 20:00:00,35.42710375782221
2023-01-06 21:00:00,40.984094594522176
2023-01-06 22:00:00,42.62215311916508
2023-01-06 23:00:00,46.08888352392566
2023-01-07 00:00:00,52.297132137387734
2023-01-07 01:00:00,52.13729080927877
2023-01-07 02:00:00,50.96909618996255
2023-01-07 03:00:00,57.239566482124445
2023-01-07 04:00:00,54.10757552796674
2023-01-07 05:00:00,56.96465199687066
2023-01-07 06:00:00,58.246067780057075
2023-01-07 07:00:00,61.6268427783219
2023-01-07 08:00:00,55.8741441034294
2023-01-07 09:00:00,54.28803035197076
2023-01-07 10:00:00,53.84309495114913
2023-01-07 11:00:00,50.474890736935684
2023-01-07 12:00:00,51.643853148625226
2023-01-07 13:00:00,44.82248641064924
2023-01-07 14:00:00,42.458357573345815
2023-01-07 15:00:00,41.99189678886983
2023-01-07 16:00:00,40.46990518871649
2023-01-07 17:00:00,44.51571061923068
2023-01-07 18:00:00,42.406236944069946
2023-01-07 19:00:00,41.216286184065126
2023-01-07 20:00:00,24.783663593614406
2023-01-07 21:00:00,45.70783576042108
2023-01-07 22:00:00,44.28591883728875
2023-01-07 23:00:00,45.805311384037935
2023-01-08 00:00:00,54.056059584704606
2023-01-08 01:00:00,55.099031646256535
2023-01-08 02:00:00,58.91536811549376
2023-01-08 03:00:00,59.978345498268055
2023-01-08 04:00:00,62.83912659253063
2023-01-08 05:00:00,61.016765112104956
2023-01-08 06:00:00,60.78411898621265
2023-01-08 07:00:00,64.06654252496654
2023-01-08 08:00:00,60.28721058155123
2023-01-08 09:00:00,59.11336356614091
2023-01-08 10:00:00,57.69564011479729
2023-01-08 11:00:00,56.41260889067403
2023-01-08 12:00:00,53.261430873080826
2023-01-08 13:00:00,48.80825010350407
2023-01-08 14:00:00,48.03276319433422
2023-01-08 15:00:00,42.97228626626236
2023-01-08 16:00:00,47.2468091545281
2023-01-08 17:00:00,41.955727353763336
2023-01-08 18:00:00,42.76868233043676
2023-01-08 19:00:00,45.57650895202186
2023-01-08 20:00:00,45.14148365822759
2023-01-08 21:00:00,51.44049528488073
2023-01-08 22:00:00,47.97954553970223
2023-01-08 23:00:00,53.64576990340042
2023-01-09 00:00:00,55.75059177588516
2023-01-09 01:00:00,56.20499235437615
2023-01-09 02:00:00,62.11774719264348
2023-01-09 03:00:00,62.9115961455624
2023-01-09 04:00:00,66.49396215919391
2023-01-09 05:00:00,67.6968435383412
2023-01-09 06:00:00,70.81131623807347
2023-01-09 07:00:00,68.90512544111334
2023-01-09 08:00:00,64.57625910518053
2023-01-09 09:00:00,63.321726108255454
2023-01-09 10:00:00,63.99718322070494
2023-01-09 11:00:00,60.758347043915755
2023-01-09 12:00:00,58.1949026131043
2023-01-09 13:00:00,51.14072982651956
2023-01-09 14:00:00,51.95550188232777
2023-01-09 15:00:00,48.49143141918937
2023-01-09 16:00:00,48.96561414614799
2023-01-09 17:00:00,47.2309444817654
2023-01-09 18:00:00,48.92035781618519
2023-01-09 19:00:00,48.081681691433914
2023-01-09 20:00:00,50.01842087227947
2023-01-09 21:00:00,49.09465504412885
2023-01-09 22:00:00,50.195261619289134
2023-01-09 23:00:00,53.65454252873613
2023-01-10 00:00:00,57.00059873318623
2023-01-10 01:00:00,60.34612305358071
2023-01-10 02:00:00,66.47648193031242
2023-01-10 03:00:00,63.89597016008602
2023-01-10 04:00:00,63.60273278007985
2023-01-10 05:00:00,65.76010599084178
2023-01-10 06:00:00,65.7976523902199
2023-01-10 07:00:00,67.27279817796067
2023-01-10 08:00:00,62.148787027877326
2023-01-10 09:00:00,63.68121279640756
2023-01-10 10:00:00,61.70420694751072
2023-01-10 11:00:00,59.34554142225911
2023-01-10 12:00:00,54.994525274409426
2023-01-10 13:00:00,53.01582470523004
2023-01-10 14:00:00,48.117137541184064
2023-01-10 15:00:00,47.787826327342884
2023-01-10 16:00:00,45.97488669897678
2023-01-10 17:00:00,46.76427888602277
2023-01-10 18:00:00,43.14508414564985
2023-01-10 19:00:00,47.22223886839681
2023-01-10 20:00:00,49.50531534145646
2023-01-10 21:00:00,43.81912252068414
2023-01-10 22:00:00,50.7325174615562
2023-01-10 23:00:00,53.49196876040059
2023-01-11 00:00:00,53.29454464448334
2023-01-11 01:00:00,56.20310694396632
2023-01-11 02:00:00,58.98094396665806
2023-01-11 03:00:00,60.556881362837856
2023-01-11 04:00:00,61.95600397180466
2023-01-11 05:00:00,60.05134587574334
2023-01-11 06:00:00,65.87726779934782
2023-01-11 07:00:00,65.2180534827789
2023-01-11 08:00:00,60.25873685031685
2023-01-11 09:00:00,57.18804153677699
2023-01-11 10:00:00,58.91578022083764
2023-01-11 11:00:00,54.133570482780705
2023-01-11 12:00:00,52.80390632664156
2023-01-11 13:00:00,49.11619674330298
2023-01-11 14:00:00,88.54942703420825
2023-01-11 15:00:00,46.30860809493
2023-01-11 16:00:00,41.703339874347584
2023-01-11 17:00:00,39.21445579050464
